sentence_id,dialogue_id,utterance_de,speaker,label,orig_dialogue_id
9,183,"JAN: <i>Hi, Jan Rogers hier.</i> <i>Ich freu mich auf deine Party.</i>",Message,joy,184
10,183,Dumme Jan Rogers!,Joey,anger,184
11,183,Du gibst heute Abend eine Party?,Rachel,surprise,184
12,183,Das ist so 'ne Sache für die Leute von <i>Zeit der Sehnsucht</i>.,Joey,neutral,184
13,183,"Hast du echt gedacht, du kommst damit durch?",Rachel,anger,184
14,183,Ich gebe jedes Jahr eine.,Joey,neutral,184
15,183,Du gibst jedes Jahr eine?!,Rachel,surprise,184
16,183,"Gott, ich bin noch dümmer als Jan Rogers!",Joey,anger,184
17,183,Darum hast du uns die Karten geschenkt! Um uns loszuwerden!,Rachel,anger,184
18,183,Ja.,Joey,neutral,184
19,183,Letztes Jahr hast du uns in das Ritter-Restaurant geschickt.,Rachel,anger,184
20,183,Ja.,Joey,neutral,184
21,183,Und das Jahr davor war es die Nachtführung durch die Knopffabrik.,Rachel,anger,184
0,184,"- Von wem? - Das ist, äh, von Ross.",Rachel,surprise,185
1,184,"- Von wem? - Das ist, äh, von Ross.",Chandler,neutral,185
2,184,Er hat es sich wirklich gemerkt!,Rachel,surprise,185
3,184,"Was meinst du damit, Rachel?",Phoebe,neutral,185
4,184,Das ist nun schon Monate her.,Rachel,surprise,185
5,184,Wir standen vor einem Antiquitätenladen und da hab ich diese Brosche gesehen,Rachel,sadness,185
6,184,NOT FOUND,Rachel,surprise,185
7,184,"Ah! Dass er sich das gemerkt hat, ist einfach unglaublich!",Rachel,surprise,185
8,184,Die ist bestimmt nicht billig gewesen.,Phoebe,surprise,185
9,184,NOT FOUND,Monica,surprise,185
10,184,"Weißt du noch, was er damals Carol schenkte, als er sich in sie verliebte?",Chandler,neutral,185
11,184,Was hast du gesagt?,Rachel,surprise,185
12,184,(MURMELT),Chandler,fear,185
13,184,"Oh, mein Gott!",Rachel,surprise,185
0,185,- Ich wache so gern mit dir auf. - Ich finde das auch sehr schön.,Gary,joy,186
1,185,- Ich wache so gern mit dir auf. - Ich finde das auch sehr schön.,Phoebe,joy,186
2,185,"Ach, was für ein wunderbarer Morgen.",Gary,joy,186
3,185,- Wieso frühstücken wir nicht im Bett? - Warte eine Sekunde.,Phoebe,joy,186
4,185,NOT FOUND,Gary,neutral,186
5,185,Oh nein.,Phoebe,surprise,186
0,186,Wie deprimierend. Ich habe eben einem Schauspieler,Rachel,sadness,187
1,186,"- Gehen wir los? - Ach, Rachel, das ist Bonnie.",Phoebe,surprise,187
2,186,Hi.,Bonnie,joy,187
3,186,Das ist Bonnie? Sie ist Bonnie? Du bist Bonnie?,Rachel,surprise,187
4,186,"Ich kann dir meinen Ausweis zeigen, wenn du möchtest.",Bonnie,neutral,187
5,186,"Nein, danke. Du hast dich nur in den letzten zwei Jahren sehr verändert.",Rachel,surprise,187
6,186,"Ich habe mir angewöhnt, wieder BHs zu tragen.",Bonnie,neutral,187
7,186,"Ah ja, das wird's sein!",Rachel,neutral,187
8,186,"- Also, dann einen schönen Abend noch. - Ja, danke. Euch auch.",Phoebe,neutral,187
9,186,"- Also, dann einen schönen Abend noch. - Ja, danke. Euch auch.",Bonnie,joy,187
0,187,Ich glaube es.,Rachel,neutral,188
2,187,Ich glaube es.,Rachel,neutral,188
3,187,NOT FOUND,Ross,anger,188
4,187,"Ja, das kann ich mir vorstellen, weil du nämlich immer recht haben musst.",Rachel,anger,188
5,187,"Nein, ich muss nicht immer... Na gut, ok.",Ross,anger,188
6,187,NOT FOUND,Rachel,neutral,188
0,188,Da stimmt was nicht. Mein Bruder bleibt nie die ganze Nacht weg.,Monica,fear,189
1,188,Im Müllschlucker sollten wir noch nachsehen.,Joey,neutral,189
2,188,Da würde Ross nie durchpassen.,Rachel,neutral,189
3,188,Er würde nur fast durchpassen.,Joey,neutral,189
4,188,RACHEL: Hey! JOEY: Hey.,Phoebe,neutral,189
5,188,RACHEL: Hey! JOEY: Hey.,Rachel,joy,189
6,188,Wo bist du denn gewesen?,Monica,anger,189
7,188,NOT FOUND,Ross,neutral,189
8,188,"Unterwegs! Wieso hat keiner von uns daran gedacht, dort nachzusehen?",Rachel,anger,189
9,188,Was hast du gemacht?,Phoebe,neutral,189
10,188,Ich war in einer Bar und danach...,Ross,neutral,189
12,188,Er war nicht allein unterwegs! Er hat eine Frau aufgerissen.,Joey,surprise,189
13,188,Ich muss keine Fragen beantworten. Ich bin ein Erwachsener.,Ross,anger,189
14,188,Erzähl uns ein bisschen von ihr!,Joey,joy,189
15,188,"Ross, du hast deinen Schal vergessen.",Janice,neutral,189
0,189,- Wir sehen ganz toll aus. - Das muss ich aber auch sagen.,Chandler,neutral,190
1,189,NOT FOUND,Phoebe,neutral,190
2,189,- Wir sehen ganz toll aus. - Das muss ich aber auch sagen.,Joey,joy,190
3,189,Verstehe.,Chandler,neutral,190
4,189,"Stell dir vor, wie unsere Kinder aussehen.",Monica,joy,190
5,189,Das brauchen wir uns nicht vorzustellen.,Joey,neutral,190
6,189,Ich werde sie heiraten.,Chandler,joy,190
7,189,Das werden wir noch sehen.,Joey,neutral,190
0,190,"Hey, hey, hey! Bei meinem Porsche wird nicht rumgesprungen!",Joey,anger,191
1,190,"- Hi, Joey. - Hey.",Woman,neutral,191
2,190,"Hi! Na, wie geht's denn?",Joey,neutral,191
3,190,Er hat da einen unglaublichen Porsche unter der Hülle.,Woman,joy,191
4,190,"Ich würde ihn euch ja zeigen, aber er schläft ein bisschen.",Joey,neutral,191
5,190,"Ich würde ihn euch ja zeigen, aber er schläft ein bisschen.",Joey,neutral,191
6,190,"Hättet ihr Lust, was trinken zu gehen?",Joey,neutral,191
0,191,"So, die alte Holländerin ist entschlafen.",Ross,sadness,192
1,191,NOT FOUND,Ross,neutral,192
2,191,Woher ich das weiß? Ihr letzter Wunsch war: Ein letzter Kuss.,Ross,neutral,192
3,191,"Überwindung kostete es schon, aber dafür bekommst du die Wohnung!",Ross,joy,192
4,191,(STOTTERT),Ross,joy,192
5,191,"Äh, ja, ich bleibe hier wohnen, denk ich.",Rachel,disgust,192
6,191,Ist das nicht toll?,Joey,joy,192
7,191,(STOTTERT),Ross,disgust,192
0,192,<i>Was bist du für ein süßer Fratz</i>,Phoebe,neutral,193
1,192,"- Das ist super! - Ja, wirklich?",Leslie,joy,193
2,192,"- Das ist super! - Ja, wirklich?",Phoebe,joy,193
3,192,"<i>Schmuddelkatz, Schmuddelkatz</i>",Leslie,neutral,193
4,192,"Ein Jingle? Nein, das mache ich nicht.",Phoebe,neutral,193
5,192,Damit könntest du viel Geld machen!,Leslie,surprise,193
6,192,"Wenn ich wegen Geld singen würde, wäre ich schon längst Millionärin.",Phoebe,neutral,193
7,192,Diese Jingle-Idee kannst du gleich wieder vergessen.,Phoebe,neutral,193
0,193,NOT FOUND,Leslie,neutral,194
1,193,NOT FOUND,Phoebe,joy,194
0,194,"Ok, ähm, ich werde Ihnen das jetzt noch mal erklären.",Rachel,neutral,195
1,194,"kein Fett, nicht viel Schaum. Es ist nur wenig Zucker drin, ok?",Rachel,neutral,195
2,194,Dann ist ja alles in Ordnung.,Rachel,joy,195
3,194,Ähm. Du Spinner.,Rachel,disgust,195
4,194,NOT FOUND,Ross,joy,195
5,194,"- Danke. Ähm. - Einen Kaffee zum Mitnehmen, bitte.",Isabella,neutral,195
6,194,Das ist Isabella Rossellini.,Ross,neutral,195
7,194,"Weißt du das genau? Oh, mein Gott.",Monica,surprise,195
8,194,So was Blödes. Und ich Idiot habe sie von meiner Liste gestrichen.,Ross,anger,195
9,194,"Was, wenn nicht? Hättest du dich dann auf sie gestürzt?",Monica,neutral,195
10,194,"Ja, ganz bestimmt.",Ross,neutral,195
11,194,"Oh, ha. Du lügst doch.",Rachel,disgust,195
12,194,"Denkst du etwa, ich traue mich nicht?",Ross,neutral,195
13,194,"Es hat zehn Jahre gedauert, bis du sagen konntest, dass du mich magst.",Rachel,neutral,195
14,194,"Und? Du kannst wirklich froh sein, dass die Liste eingeschweißt ist. Ha.",Ross,anger,195
15,194,Geh doch hin. Du willst doch nicht wieder zehn Jahre warten.,Rachel,neutral,195
16,194,- Ok. Halt mal mein Würstchen. - Ok.,Ross,neutral,195
17,194,NOT FOUND,Rachel,neutral,195
18,194,Das lässt du einfach so zu?,Monica,surprise,195
19,194,Er will tatsächlich Isabella Rossellini anmachen.,Rachel,joy,195
0,195,Jetzt reicht's mir aber.,Ross,neutral,196
1,195,"- Einmal wirst du mit mir tanzen gehen. - Ha, ha, ha.",Ross,neutral,196
2,195,Oh.,Monica,surprise,196
0,196,"So ist es recht, immer schön waschen, die sind sehr wertvoll.",Joey,joy,197
1,196,Joey?,Joey's Hand Twin,surprise,197
2,196,"- Wie bitte? - Ich bin's, Joey.",Joey,joy,197
3,196,Kennen wir uns irgendwoher?,Joey's Hand Twin,surprise,197
4,196,Joey?,Joey,joy,197
5,196,"Ach so, ja, Sie sind doch dieser Hände-Typ.",Joey's Hand Twin,neutral,197
6,196,- Ich gehe jetzt. - Aber der Refrain!,Joey,neutral,197
7,196,"Hey, weißt du was?",Ross,neutral,197
0,197,"So, erst mal gut mischen.",Phoebe,neutral,198
1,197,- Welche? - Links.,Rachel,neutral,198
2,197,- Welche? - Links.,Phoebe,joy,198
3,197,- Danke sehr. - Gern geschehen.,Rachel,neutral,198
4,197,- Ross. - Joey.,Phoebe,surprise,198
5,197,- Ross. - Joey.,Rachel,neutral,198
6,197,"- Tauschen wir, ja? - Ja, ist gut.",Phoebe,joy,198
0,198,"Es tut uns leid, dass wir dir die Jungs aufgedrängt haben.",Phoebe,sadness,199
1,198,NOT FOUND,Rachel,joy,199
2,198,Ist schon ok. Ich habe mich trotz alledem amüsiert.,Rachel,joy,199
3,198,Dieser Wohltätigkeitsball war ein Erfolg und hat viel Geld eingebracht.,Rachel,joy,199
4,198,Und wofür war das Ganze nun?,Chandler,neutral,199
5,198,"Es ging um eine Krankheit, würde ich sagen.",Rachel,neutral,199
6,198,- Hey. - ALLE: Hey.,Joey,surprise,199
7,198,- Hey. - ALLE: Hey.,All,surprise,199
8,198,"Ross hat am Telefon gesagt, wir sollen den Fernseher einschalten. MTV.",Joey,neutral,199
9,198,"- Oh, Gott, schau! Das ist Elizabeth! - RACHEL: Ha, ha, ha.",Phoebe,surprise,199
10,198,"Oh, Gott, Professor Geller.",Rachel,neutral,199
11,198,"Ah, ich wäre gern noch mal 13, Leute.",Joey,neutral,199
0,199,"- Und? Hat er sich gefreut? - Nein, 'ne Abfuhr habe ich bekommen.",Ross,neutral,200
1,199,"- Und? Hat er sich gefreut? - Nein, 'ne Abfuhr habe ich bekommen.",Joey,anger,200
2,199,"- Was? - Ja, genau.",Ross,surprise,200
3,199,Ich glaub's einfach nicht.,Joey,surprise,200
4,199,Jetzt bin ich wirklich wütend auf ihn.,Ross,anger,200
5,199,Nun sage ich dir mal was.,Joey,anger,200
6,199,Über seinen Ärger wollte er nicht mit uns sprechen.,Ross,anger,200
7,199,- Ist gut. - Wir zeigen es ihm.,Joey,joy,200
8,199,NOT FOUND,Ross,joy,200
9,199,- Ist gut. - Wir zeigen es ihm.,Joey,joy,200
0,200,- Was ist? - Türknauf im Rücken.,Elizabeth,neutral,201
1,200,- Semesterferien. - Semesterferien?,Ross,neutral,201
2,200,"Oh, gut!",Elizabeth,joy,201
3,200,"und ich will nicht, dass wir irgendwas überstürzen.",Ross,fear,201
4,200,"Ich finde nicht, dass wir zusammen verreisen sollten.",Ross,sadness,201
5,200,Es ist noch zu früh.,Ross,fear,201
6,200,"Ich wollte dir nur sagen, dass ich nach Florida fliege.",Elizabeth,surprise,201
7,200,"Oh nein. Ich denke, du hast nicht ganz verstanden,",Ross,surprise,201
8,200,- Ich finde dich so bezaubernd. - Lass uns doch darüber reden.,Elizabeth,joy,201
9,200,- Ich finde dich so bezaubernd. - Lass uns doch darüber reden.,Ross,joy,201
0,201,NOT FOUND,Chandler,joy,202
1,201,"- Hey. - Na, wie geht's?",Phoebe,neutral,202
2,201,"Sagen wir, in 12 bis 14 Stunden wird Krog so weit sein.",Chandler,neutral,202
3,201,Und ich habe mich um die Babys gekümmert.,Phoebe,neutral,202
4,201,"Ja, und sie vor einem Tornado beschützt.",Chandler,neutral,202
5,201,"Oh, mein Gott!",Monica,surprise,202
6,201,"Ich weiß, die Babys liegen im Bett.",Phoebe,neutral,202
7,201,"Phoebe, was ist hier passiert?",Monica,surprise,202
8,201,Ich hab's geschafft. Die Kinder sind ganz allein von mir versorgt worden.,Phoebe,joy,202
9,201,"- Meine Wohnung, Phoebe! - Der Schauplatz von Phoebes Triumph.",Monica,surprise,202
12,201,"Nicht so wichtig. Toll ist, dass sich Phoebe um die Babys gekümmert hat.",Chandler,neutral,202
13,201,Das ist wahr. Ich sollte mich nicht aufregen.,Monica,neutral,202
14,201,"So wird's auch aussehen, wenn wir mal Babys haben. Wann?",Monica,neutral,202
15,201,NOT FOUND,Monica,neutral,202
16,201,NOT FOUND,Chandler,anger,202
0,202,- Hey. - Ross. Das Baby hat getreten.,Joey,joy,203
1,202,NOT FOUND,Ross,surprise,203
2,202,Obwohl wir diese herrliche Nummer von eben gern noch mal sehen würden.,Rachel,joy,203
3,202,Wann hat's denn getreten?,Ross,joy,203
4,202,"Letzte Nacht, ich lief gleich zu Joey ins Schlafzimmer. Er schlief gerade.",Rachel,joy,203
5,202,Ein traumloser Schlaf.,Joey,neutral,203
0,203,"Kommt Mädels, raus mit der Sprache.",Rachel,joy,204
1,203,"Das Neueste ist noch immer, wie du Barry am Altar stehengelassen hast.",Kiki,neutral,204
2,203,- Reden wir mal über wichtigere Dinge. - Ok.,Joanne,neutral,204
3,203,Aber natürlich.,Rachel,neutral,204
4,203,- Wann kommst du nach Hause? - Was?,Joanne,neutral,204
5,203,NOT FOUND,Rachel,surprise,204
6,203,NOT FOUND,Joanne,neutral,204
7,203,Mein Leben hat sich verändert. Ich habe jetzt diesen Job.,Rachel,neutral,204
8,203,Was? Kellnerin?,Kiki,surprise,204
9,203,Ich bin nicht eine gewöhnliche Kellnerin.,Rachel,neutral,204
10,203,"Ich, äh...",Rachel,neutral,204
11,203,"Ich, äh...",Rachel,neutral,204
12,203,NOT FOUND,Rachel,neutral,204
13,203,Und manchmal lässt mich Arturo die Schokosplitter auf die Kekse streuen.,Rachel,sadness,204
0,204,"Wir holen euch dann so gegen Mitternacht ab, ok?",Fireman No. 3,neutral,205
1,204,Werdet ihr uns mit dem Feuerwehrwagen abholen?,Rachel,neutral,205
2,204,- Wir schalten sogar die Sirene ein. - Juchu!,Fireman No. 3,neutral,205
3,204,"Oh, Mann.",Rachel,surprise,205
4,204,NOT FOUND,Phoebe,joy,205
5,204,Und die sind richtig nett.,Monica,neutral,205
6,204,Und die sind richtig nett.,Rachel,joy,205
0,205,NOT FOUND,Susan,neutral,206
1,205,"Wir waren doch alle einverstanden, dass wir ihn Jamie nennen.",Ross,anger,206
2,205,"Also, Susan war mal mit einer Jamie befreundet",Carol,neutral,206
3,205,"Au! Au, au, au, au!",Ross,surprise,206
4,205,"Au! Au, au, au, au!",Carol,anger,206
5,205,"- ROSS: Ich helfe dir. - Keine Angst, Finger weg, verstanden!",Ross,neutral,206
6,205,NOT FOUND,Susan,neutral,206
7,205,"Du kannst mit ihr schlafen, aber ihr Krampf gehört mir.",Ross,anger,206
8,205,Das sehe ich aber anders.,Susan,neutral,206
9,205,"- Mir reicht es jetzt, verschwindet. - Was?",Carol,anger,206
10,205,NOT FOUND,Ross,surprise,206
11,205,- Sie hat angefangen. - Er hat angefangen.,Susan,anger,206
12,205,- Sie hat angefangen. - Er hat angefangen.,Ross,anger,206
13,205,"Ich versuch, einen Menschen aus mir herauszupressen",Carol,anger,206
14,205,"und ihr macht das Ganze nicht leichter. Los, raus!",Carol,anger,206
15,205,"Oh, nein.",Ross,anger,206
16,205,"- Vielen Dank. - Siehst du, was du angerichtet hast!",Susan,anger,206
17,205,"- Carol, ich... - Raus!",Ross,neutral,206
18,205,NOT FOUND,Carol,anger,206
0,206,"Sie haben gefragt, ob ich heute Nacht mit Ihnen schlafen möchte.",Monica,joy,207
1,206,"Sie haben gefragt, ob ich heute Nacht mit Ihnen schlafen möchte.",Mischa,neutral,207
2,206,Deswegen werde ich im Café Chalet immer so zuvorkommend bedient.,Monica,surprise,207
3,206,"Hallo, hallo, hallo.",Phoebe,neutral,207
4,206,von Boutros Boutros-Ghali einfach hingerissen war?,Phoebe,neutral,207
5,206,Boutros Boutros-Ghali.,Phoebe,neutral,207
6,206,Boutros Boutros-Ghali.,Mischa,neutral,207
7,206,"-Er sagt, er fand es auch sehr schön. -Interessant.",Mischa,neutral,207
8,206,NOT FOUND,Phoebe,neutral,207
9,206,MISCHA: Was ich Sie noch fragen wollte...,Mischa,neutral,207
10,206,"wäre es sehr nett, wenn Sie Sergei sagen würden,",Phoebe,joy,207
11,206,"'Vielen Dank, Sie sehen heute besonders schön aus,",Mischa,joy,207
12,206,NOT FOUND,Mischa,neutral,207
13,206,"Ich spiele mit dem Gedanken, ein Restaurant zu eröffnen.",Monica,joy,207
14,206,"-Oh, wirklich? -Monica.",Mischa,surprise,207
15,206,Ich würde dich gern hinter meiner Speisekarte sprechen.,Phoebe,neutral,207
16,206,"Nichts Besonderes, ich unterhalte mich.",Monica,neutral,207
17,206,"Mischa ist so abgelenkt, dass Sergei und ich kaum 2 Worte wechseln konnten.",Phoebe,anger,207
18,206,"Erwartest du, dass ich schweigend dasitze, während ihr euch unterhaltet?",Monica,anger,207
19,206,"Das wäre einfach super, ich danke dir.",Phoebe,neutral,207
0,207,Dann hat dieses Dummchen hier die Kamera vergessen.,Danny,disgust,208
1,207,"Ja, sehr ärgerlich. Das ist mir auch schon mal passiert.",Joey,neutral,208
2,207,Wann ist dir denn das passiert?,Chandler,surprise,208
3,207,Wir waren mal Joggen und haben so einen Vogel gesehen.,Joey,neutral,208
4,207,"Dem Eisverkäufer hinterher zu rennen, ist kein Joggen.",Chandler,disgust,208
5,207,Das hier ist so köstlich. Das musst du jetzt probieren.,Krista,joy,208
6,207,"- Genau auf die Hose, so ein Mist. - Warte, ich mach schon.",Danny,anger,208
7,207,NOT FOUND,Krista,neutral,208
8,207,Wir gehen lieber rauf. Ich kann dir den Fleck besser wegmachen.,Krista,neutral,208
9,207,"- Ich will die Hose nachher anziehen. - Oh, klasse.",Danny,joy,208
10,207,NOT FOUND,Rachel,surprise,208
11,207,"Gut, bis dann. Oh, mein Gott.",Chandler,joy,208
12,207,- Das war unglaublich. - Was habe ich euch gesagt?,Monica,surprise,208
14,207,"- Das tut mir leid für dich. - Ich kann's nicht fassen,",Joey,sadness,208
15,207,- dass sie Bruder und Schwester sind. - Bruder und Schwester?,Chandler,surprise,208
16,207,- dass sie Bruder und Schwester sind. - Bruder und Schwester?,Joey,surprise,208
0,208,REGISSEUR: Und bitte!,The Director,neutral,209
0,209,Ich habe das Bild gefunden!,Richard,anger,210
1,209,Was für ein Bild?,Joey,surprise,210
2,209,Das Foto von meiner Frau. Es war in Ihrem Gepäck!,Richard,anger,210
3,209,"Das heißt, Sie kramen einfach in meinem Gepäck?",Joey,anger,210
4,209,Wieso haben Sie in Ihrem Gepäck ein Foto von Paulette?,Richard,anger,210
5,209,"Weil, Vincent, sie meine Geliebte war,",Joey,anger,210
6,209,REGISSEUR: Schnitt! Das war großartig!,The Director,joy,210
7,209,"Das war wirklich Klasse, hä?",Joey,joy,210
8,209,"Sie waren Spitze. Sie haben's geschafft, dass ich nass bin.",Richard,joy,210
9,209,- Hier ist Ihr Text für morgen. - Morgen arbeite ich nicht.,The Assistant Director,neutral,210
10,209,"- Das musst du verstehen. - Ja, du hast ja recht.",Phoebe,neutral,210
0,210,"Deine Eltern sind über die Verlobung begeistert, oder?",Mrs. Geller,joy,211
1,210,"Ja, ich sollte sie mal anrufen.",Chandler,neutral,211
2,210,An unsere Verlobung kann ich mich noch gut erinnern.,Mr. Geller,joy,211
3,210,"- Die Geschichte kenne ich nicht. - Dad, die...",Chandler,neutral,211
5,210,"Ich weiß nicht, wie das passiert ist.",Mr. Geller,joy,211
6,210,Dein kleiner Hund hat mein Diaphragma für einen Kauknochen gehalten.,Mrs. Geller,disgust,211
7,210,Ist ja 'ne nette Geschichte.,Chandler,neutral,211
8,210,Ich durfte das auf meiner ersten Klassenparty erfahren.,Monica,disgust,211
9,210,Sie wollte eine gruselige Geschichte hören.,Mr. Geller,surprise,211
10,210,und demnächst brauchen wir Geld von Monicas Hochzeitsfond.,Monica,joy,211
11,210,NOT FOUND,Monica,surprise,211
12,210,"- Was ist? - Sag du es, ich kann's nicht.",Mrs. Geller,fear,211
13,210,"Ihr habt Monicas Hochzeitsfond noch, oder?",Monica,surprise,211
14,210,"Ja, aber sicher, wir nennen es jetzt nur 'Strandhaus'.",Mr. Geller,neutral,211
0,211,PHOEBE: 'Legen Sie die Waxine- Leinenstreifen erst auf ein Bein.',Phoebe,neutral,212
1,211,- Schon erledigt. - Ok.,Monica,joy,212
2,211,und mit einem schmerzfreien Ruck abziehen.',Phoebe,neutral,212
3,211,NOT FOUND,Monica,surprise,212
4,211,Das war wohl nicht ganz schmerzfrei.,Phoebe,surprise,212
5,211,"Sie sollten es 'Schmerzine' nennen, mit ein bisschen Wachs darin.",Monica,disgust,212
6,211,Die Frauen in den Werbespots haben keine Schmerzen empfunden.,Phoebe,neutral,212
7,211,Wahrscheinlich wurden durch ihre Dämlichkeit sämtliche Nerven abgetötet.,Monica,anger,212
8,211,"Wenn du mir nicht glaubst, kannst du es ja mal versuchen, ich bin gespannt!",Monica,neutral,212
9,211,"Au, au, au! Oh, mein Gott!",Phoebe,surprise,212
0,212,"Also, ihr wisst, ich übe noch.",Ross,neutral,213
1,212,"1, 2, 3, 4!",Ross,neutral,213
2,212,"Na los, singt mit, Leute!",Ross,joy,213
3,212,Und?,Ross,neutral,213
4,212,Oh nein!,Chandler,sadness,213
0,213,"Oh, mein Gott, das ist David.",Phoebe,surprise,214
1,213,MONICA: David? PHOEBE: Der Wissenschaftler.,Monica,neutral,214
2,213,der nach Russland ging und mir das Herz brach.,Phoebe,sadness,214
3,213,"Oh, mein Gott!",David,surprise,214
4,213,"Er reagiert, weil er seinen Namen so oft gehört hat.",Phoebe,neutral,214
5,213,- Phoebe. - David!,David,surprise,214
6,213,"Was tust du denn hier? Ich dachte, du bist immer noch in Russland.",Phoebe,surprise,214
7,213,Ich bin wegen einer Konferenz in der Stadt.,David,neutral,214
8,213,Du siehst auch sehr gut aus. Hast du dir die Haare schneiden lassen?,Phoebe,joy,214
9,213,"Ja, ich habe sie schneiden lassen. So ungefähr 30-mal.",David,neutral,214
10,213,Ja.,Phoebe,neutral,214
0,214,Der Weihnachtsmann kommt.,Ross,joy,215
0,215,NOT FOUND,Ross,sadness,216
1,215,NOT FOUND,Joey,neutral,216
2,215,NOT FOUND,Ross,neutral,216
0,216,und so weiter.,Joey,neutral,217
1,217,NOT FOUND,Ross,neutral,218
2,217,"Die Kellner essen mit den Kellnern zusammen, oder?",Ross,neutral,218
3,217,Und die Köche essen mit den anderen Köchen?,Ross,neutral,218
4,217,"Ich esse immer ganz allein im Hof, weil mich doch keiner mag.",Monica,sadness,218
5,217,"Ach, Ross, hör zu, wir brauchen nicht drüber zu reden.",Joey,neutral,218
6,217,Du trägst den weißen Kittel und ich den blauen Blazer.,Joey,sadness,218
7,217,Ich verstehe dich. Wenn ich,Joey,neutral,218
8,217,NOT FOUND,Joey,neutral,218
9,217,"im Publikum, rede ich ja auch nicht mit dir.",Joey,neutral,218
10,217,"Nein, keine Sorge, ist schon, äh, in Ordnung.",Joey,neutral,218
11,217,"Also, dann bis morgen.",Joey,neutral,218
12,217,"Wenn wir im Publikum sitzen, redet er nicht mit uns, aber er winkt immer.",Rachel,neutral,218
0,218,"Joey, du hast so idiotisch ausgesehen.",Chandler,joy,219
1,218,Ich war aber nicht der Einzige.,Joey,neutral,219
2,218,(LACHT),Joey,neutral,219
3,218,"Wisst ihr noch, wie Ross 'Kürbissuppe' sagen wollte?",Joey,joy,219
4,218,Und stattdessen hat er 'Kürbispuppe' gesagt.,Joey,joy,219
5,218,Das ist wirklich ein guter Vergleich.,Ross,neutral,219
6,218,Das war mein schlimmstes Thanksgiving.,Monica,sadness,219
7,218,"Das kann nicht sein, was Rachel gemeint hat. Sie kannte die Geschichte nicht.",Phoebe,neutral,219
8,218,Ich will diese Geschichte nicht erzählen.,Monica,sadness,219
9,218,"Geschichten, die einen immer noch belasten, gehören doch zu Thanksgiving.",Chandler,neutral,219
10,218,Für mich jedenfalls.,Chandler,sadness,219
11,218,Und für die Indianer.,Chandler,sadness,219
12,218,Gerade du willst die Geschichte bestimmt nicht hören.,Monica,anger,219
0,219,"Hallo, hi.",Phoebe,neutral,220
1,219,"BEIDE: Hi, Phoebe.",Rachel,joy,220
2,219,"BEIDE: Hi, Phoebe.",Monica,neutral,220
3,219,"Ähem. Ich wollte mich entschuldigen, weil ich irgendwie...",Phoebe,sadness,220
4,219,NOT FOUND,Rachel,neutral,220
5,219,Die Hormone haben verrückt gespielt.,Monica,neutral,220
6,219,- Das wissen wir. - Die Hormone.,Rachel,neutral,220
0,220,NOT FOUND,Rachel,neutral,221
1,220,- Ich weiß nicht. - Sie sind verreist.,Joshua,neutral,221
2,220,Ach so.,Rachel,surprise,221
3,220,Die Wohnung ist supergroß und liegt direkt an einem Park.,Joshua,neutral,221
4,220,Ach so.,Rachel,neutral,221
5,220,"Die können es riechen, wenn jemand Angst vor ihnen hat.",Joshua,fear,221
0,221,"- Bing! Oh! Und die Bingette! - Ah, ha.",Doug,joy,222
1,221,"- Du erinnerst dich an meinen Chef, oder? - Ja, hi!",Chandler,neutral,222
2,221,NOT FOUND,Monica,neutral,222
3,221,"Gute Nachricht: Die Scheidung ist rechts- kräftig, ich hab die Papiere unterschrieben.",Doug,joy,222
4,221,"Ich wusste nicht, dass Sie sich scheiden lassen, tut mir leid.",Chandler,sadness,222
5,221,"Hey, leid? Endlich hab ich meinen Fuß aus der Bärenfalle bekommen.",Doug,joy,222
6,221,"- Doch Ihnen kann ich nur gratulieren! - Ha, ja, danke, keine Bärenfalle in Sicht.",Monica,neutral,222
7,221,"Na ja, warten Sie es ab!",Doug,neutral,222
8,221,"Jedenfalls bin ich geschieden, da hätten wir was zu feiern!",Doug,joy,222
9,221,"Wie wär's, wenn wir morgen essen gehen?",Doug,neutral,222
11,221,"Ich hab eine Gerichtsverhandlung, die geht bis 6.",Doug,joy,222
12,221,"Ich hab Fälle mit sexueller Belästigung, aber die werd ich abschmettern. Ha, ha, ha.",Doug,joy,222
13,221,"Ok, wir sehen uns dann morgen! Wir werden uns nicht treffen.",Monica,joy,222
14,221,"Ok, wir sehen uns dann morgen! Wir werden uns nicht treffen.",Monica,neutral,222
15,221,Noch einen Abend mit diesem Mann halte ich nicht aus.,Monica,disgust,222
16,221,"Weißt du noch, wie er auf unserer Hochzeit war?",Monica,disgust,222
17,221,"- Nein. - Er war nicht eingeladen,",Chandler,neutral,222
18,221,weil er sich auf unserem Verlobungsfest danebenbenommen hat.,Monica,disgust,222
19,221,"Ach ja. Mann, Urin kann wirklich eine Eisskulptur durchschneiden.",Chandler,disgust,222
0,222,EMERIL: Sie sollten einfach gleich die ganze Ente hineingeben.,Emeril,neutral,223
1,222,"Wie oft habe ich euch schon gesagt, nicht diese Kochsendungen anzusehen?",Chandler,neutral,223
2,222,"- Hi, Chandler. - Hi.",Monica,neutral,223
3,222,"- Hi, Chandler. - Hi.",Chandler,neutral,223
4,222,"Ich brauche die Grillpfanne, die sich Joey geliehen hat.",Monica,neutral,223
5,222,"Die haben wir benutzt, als die Ente die Raupen erbrochen hat.",Chandler,sadness,223
